Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Value,Attack Ability,is Gen 1
Zygarde Complete Forme,1,UX,Dragon / Ground,"Enforcer - This Pokémon can only be set as aform in a deck. The Ability of the Pokémon that battles this Pokémon is nullified while that Pokémon is on the field. If this Pokémon is knocked out, it is excluded from the duel. When this Pokémon leaves the field, it returns to the form it was before it changed forms.",4,Miss,Red,,,False
Zygarde Complete Forme,1,UX,Dragon / Ground,"Enforcer - This Pokémon can only be set as aform in a deck. The Ability of the Pokémon that battles this Pokémon is nullified while that Pokémon is on the field. If this Pokémon is knocked out, it is excluded from the duel. When this Pokémon leaves the field, it returns to the form it was before it changed forms.",36,Extreme Speed,Gold,,180,False
Arceus,2,UX,Normal,"Multitype - When this Pokémon moves to the field, choose one Pokémon on the field. While this Pokémon is on the field, this Pokémon's type becomes the type of the chosen Pokémon. This Pokémon is not excluded from the duel by the Attack effects of opposingPokémon. This Pokémon is not moves to the Ultra Space by the Attack effects of opposing Pokémon.",4,Miss,Red,,,False
Arceus,2,UX,Normal,"Multitype - When this Pokémon moves to the field, choose one Pokémon on the field. While this Pokémon is on the field, this Pokémon's type becomes the type of the chosen Pokémon. This Pokémon is not excluded from the duel by the Attack effects of opposingPokémon. This Pokémon is not moves to the Ultra Space by the Attack effects of opposing Pokémon.",44,Extreme Speed,Gold,,150,False
Arceus,2,UX,Normal,"Multitype - When this Pokémon moves to the field, choose one Pokémon on the field. While this Pokémon is on the field, this Pokémon's type becomes the type of the chosen Pokémon. This Pokémon is not excluded from the duel by the Attack effects of opposingPokémon. This Pokémon is not moves to the Ultra Space by the Attack effects of opposing Pokémon.",28,Judgement,White,Moves the battle opponent to its P.C.. The battle opponent is not knocked out,170,False
Arceus,2,UX,Normal,"Multitype - When this Pokémon moves to the field, choose one Pokémon on the field. While this Pokémon is on the field, this Pokémon's type becomes the type of the chosen Pokémon. This Pokémon is not excluded from the duel by the Attack effects of opposingPokémon. This Pokémon is not moves to the Ultra Space by the Attack effects of opposing Pokémon.",20,Return,White,Increases your Z-Move gauge by half its max value.,100,False
Dialga,2,UX,Steel / Dragon,"Time Slide - This Pokémon cannot have Wait while it is on the field. If this Pokémon is knocked out by damage in battle, the next turn will always be yours..",28,4-D Drive,Gold,Moves the battle opponent to its P.C. The battle opponent is not knocked out,100,False
Dialga,2,UX,Steel / Dragon,"Time Slide - This Pokémon cannot have Wait while it is on the field. If this Pokémon is knocked out by damage in battle, the next turn will always be yours..",32,Roar of Time,White,Return the battle opponent to their start-of-duel stage (excluding evolution),180,False
Dialga,2,UX,Steel / Dragon,"Time Slide - This Pokémon cannot have Wait while it is on the field. If this Pokémon is knocked out by damage in battle, the next turn will always be yours..",28,Aura Sphere,Purple,Either the battle opponent or a Pokémon behind it in a straight line from this Pokémon is knocked out.,☆,False
Dialga,2,UX,Steel / Dragon,"Time Slide - This Pokémon cannot have Wait while it is on the field. If this Pokémon is knocked out by damage in battle, the next turn will always be yours..",8,Miss,Red,,,False
Palkia,2,UX,Water / Dragon,"Space Slide - When this Pokémon is knocked out by damage in battle, it recovers from any special conditions, and it moves to one of your entrypoints if possible. If it does, this Pokémon gains Wait.",28,4-D Drive,Gold,Moves the battle opponent to its P.C. The battle opponent is not knocked out,100,False
Palkia,2,UX,Water / Dragon,"Space Slide - When this Pokémon is knocked out by damage in battle, it recovers from any special conditions, and it moves to one of your entrypoints if possible. If it does, this Pokémon gains Wait.",32,Spacial Rend,White,"If the battle is a tie, the battle opponent is excluded from the duel",170,False
Palkia,2,UX,Water / Dragon,"Space Slide - When this Pokémon is knocked out by damage in battle, it recovers from any special conditions, and it moves to one of your entrypoints if possible. If it does, this Pokémon gains Wait.",28,Aura Sphere,Purple,Either the battle opponent or a Pokémon behind it in a straight line from this Pokémon is knocked out.,☆,False
Palkia,2,UX,Water / Dragon,"Space Slide - When this Pokémon is knocked out by damage in battle, it recovers from any special conditions, and it moves to one of your entrypoints if possible. If it does, this Pokémon gains Wait.",8,Miss,Red,,,False
Darkrai,2,UX,Dark,"Dark Slumber - This Pokémon can MP move over non-Flying-type Pokémon on the field. While this Pokémno is on the field, the asleep condition is not removed by the effects of Abilities. If this Pokémon is not affected by a Special Condition, sleeping Pokémon within 2 steps of it can't be tagged",4,Miss,Red,,,False
Darkrai,2,UX,Dark,"Dark Slumber - This Pokémon can MP move over non-Flying-type Pokémon on the field. While this Pokémno is on the field, the asleep condition is not removed by the effects of Abilities. If this Pokémon is not affected by a Special Condition, sleeping Pokémon within 2 steps of it can't be tagged",28,Spacial Rend,White,"If the battle is a tie, the battle opponent is excluded from the duel",100,False
Darkrai,2,UX,Dark,"Dark Slumber - This Pokémon can MP move over non-Flying-type Pokémon on the field. While this Pokémno is on the field, the asleep condition is not removed by the effects of Abilities. If this Pokémon is not affected by a Special Condition, sleeping Pokémon within 2 steps of it can't be tagged",28,Dark Void,Purple,"The battle opponent and all opposing Pokémon adjacent to it spin, and if they spin a White Attack, they fall asleep",☆,False
Darkrai,2,UX,Dark,"Dark Slumber - This Pokémon can MP move over non-Flying-type Pokémon on the field. While this Pokémno is on the field, the asleep condition is not removed by the effects of Abilities. If this Pokémon is not affected by a Special Condition, sleeping Pokémon within 2 steps of it can't be tagged",4,Miss,Red,,,False
Darkrai,2,UX,Dark,"Dark Slumber - This Pokémon can MP move over non-Flying-type Pokémon on the field. While this Pokémno is on the field, the asleep condition is not removed by the effects of Abilities. If this Pokémon is not affected by a Special Condition, sleeping Pokémon within 2 steps of it can't be tagged",32,Dark Pulse,White,,160,False
Pikachu,2,UX,Electric,"Electrical Charge - If this Pokémon is paralyzed, it gains +1 MP and deals +30 damage",4,Miss,Red,,,True
Pikachu,2,UX,Electric,"Electrical Charge - If this Pokémon is paralyzed, it gains +1 MP and deals +30 damage",24,Extreme Speed,Gold,,70,True
Pikachu,2,UX,Electric,"Electrical Charge - If this Pokémon is paralyzed, it gains +1 MP and deals +30 damage",4,Dodge,Blue,,,True
Pikachu,2,UX,Electric,"Electrical Charge - If this Pokémon is paralyzed, it gains +1 MP and deals +30 damage",24,Volt Switch,Purple,This Pokémon switches with a Pokémon on your bench or in your P.C.,☆,True
Pikachu,2,UX,Electric,"Electrical Charge - If this Pokémon is paralyzed, it gains +1 MP and deals +30 damage",40,Volt Tackle,White,This Pokémon and its battle opponent become parlyzed,110,True
Pikachu,2,UX,Electric,"Electrical Charge - If this Pokémon is paralyzed, it gains +1 MP and deals +30 damage",96,Catastropika,Z-Move,All opposing Pokémon on the field spin. Those that spin White Attacks become paralyzed,,True
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",24,Stillblind,Purple,Attaches an Mp-2 marker to the battle opponent or one opposing Pokémon adjacent to the battle opponent. That Pokémon gains Wait 5,☆☆,True
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",4,Miss,Red,,,True
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",40,Psychic,White,,110,True
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",24,Psyshock,Purple,"If the battle opponent is affected by a special condition or has Wait, the battle opponent is knocked out. The battle opponent gains Wait 3.",☆☆☆,True
Alakazam,2,EX,Psychic,"Psychic Amplifier - If this Pokémon is using the Twisted Spoon plate, it can attack Pokémon that are 2 steps away. While it does, this Pokémon's attacks have Range 2",20,Psycho Shift,Blue,"If this Pokémon has a special condition, that condition is applied to its battle opponent and removed from this Pokémon instead.",,True
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,28,Sucker Punch,Gold,,100,True
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,8,Miss,Red,,,True
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,32,Facade,White,"If this Pokémon is affected by a special condition, it deals x2 damage",150,True
Kangaskhan,2,EX,Normal,Scrappy - This Pokémon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokémon,28,Double-Edge,Purple,This Pokémon and the battle opponent are knocked out,☆☆,True
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,4,Miss,Red,,,True
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,24,Guillotine,Purple,The battle opponent is knocked out.,☆,True
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,4,Miss,Red,,,True
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,28,Clamping Vice,Purple,Attaches an MP-2 Marker to the battle opponent. The battle opponent gains Wait 3,☆,True
Pinsir,2,EX,Bug,King Spike - Opposing Pokémon adjacent to this Pokémon cannot tag or be tagged. Gold Attacks of battle opponents that have an MP-reducing marker become White Attacks,36,Quick Attack,Gold,,140,True
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,8,Miss,Red,,,True
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,36,Waterfall,White,"If the battle opponent is a Water-type Pokémon, this Pokémon takes no damage and moves to a spot beyond the battle opponent.",130,True
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,20,Dragon Dance,White,Spin again until an Attack other than Dragon Dance is spun. Damage Attacks deal +50 damage,,True
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,4,Miss,Red,,,True
Gyarados,2,EX,Water / Flying,Rampager - This Pokémon may MP move through other Pokémon on the field. Pokémon that are knocked out by the attacks of this Pokémon are temporarily excluded from the duel and can move to their P.C. after 5 turns,28,Hurricane,Purple,Moves the battle opponent to the bench. The battle opponent and all opposing Flying-type Pokémon on the field gain Wait 3,☆☆,True
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",4,Miss,Red,,,True
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",40,Stone Edge,White,,150,True
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",20,Sky Drop,Blue,"This Pokémon moves to a point 2 steps away and gains Wait. If the battle opponent is a non-Flying-type Pokémon, the battle opponent gains Wait 5.",,True
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",4,Miss,Red,,,True
Aerodactyl,2,EX,Rock / Flying,"Air Power - Restored Pokémon. If this Pokémon is not affected by a special condition, it may MP move over Pokémon on the field that don't have Soar. Opposing Pokémon that are not Ghost- or Ground-type Pokémon cannot MP move through this Pokémon using the effect of an ability. If this Pokémon is on the field, opposing  Pokémon cannot use the effect of Air Balloon to MP move over other Pokémon",28,Taunt,Purple,"Until the end of your next turn, if the Pokémon hit by this attack spins a Purple attack or a Blue attack, shift the result clockwise until a non-Purple, non-Blue Attack comes up.",☆☆☆,True
Steelix,1,EX,Steel / Ground,"High-Speed Drill - When this Pokémon moves from the bench, it may move to a point 1 step away from an entry point. At the start of your turn,  instead of an MP move, this Pokémon may move through an adjacent Pokémon to a point 1-2 steps awy from that Pokémon. Your turn ends.",40,Iron Tail,White,,170,False
Steelix,1,EX,Steel / Ground,"High-Speed Drill - When this Pokémon moves from the bench, it may move to a point 1 step away from an entry point. At the start of your turn,  instead of an MP move, this Pokémon may move through an adjacent Pokémon to a point 1-2 steps awy from that Pokémon. Your turn ends.",4,Miss,Red,,,False
Steelix,1,EX,Steel / Ground,"High-Speed Drill - When this Pokémon moves from the bench, it may move to a point 1 step away from an entry point. At the start of your turn,  instead of an MP move, this Pokémon may move through an adjacent Pokémon to a point 1-2 steps awy from that Pokémon. Your turn ends.",28,Rock Polish,Blue,"Until the end of your next turn, the White Attacks of this Pokémon become Gold Attacks.",,False
Steelix,1,EX,Steel / Ground,"High-Speed Drill - When this Pokémon moves from the bench, it may move to a point 1 step away from an entry point. At the start of your turn,  instead of an MP move, this Pokémon may move through an adjacent Pokémon to a point 1-2 steps awy from that Pokémon. Your turn ends.",24,Take Away,Purple,"If the battle opponent's MP is the same or higher than this Pokémon's MP, the battle opponent moves to your P.C.. If it does, this Pokémon moves to the bench.",☆☆,False
Heracross,2,EX,Bug / Fighting,"King Horn - If this Pokémon is on the field, add +1 spin to the spin-again attacks of your Pokémon. While a Cracked marker is attached, the battle opponent's Blue attacks become misses",8,Miss,Red,,,False
Heracross,2,EX,Bug / Fighting,"King Horn - If this Pokémon is on the field, add +1 spin to the spin-again attacks of your Pokémon. While a Cracked marker is attached, the battle opponent's Blue attacks become misses",60,Pin Missile,White,Spin again until Pin Missile does not land - damage is multiplied by the number of Pin Missile spins,40x,False
Heracross,2,EX,Bug / Fighting,"King Horn - If this Pokémon is on the field, add +1 spin to the spin-again attacks of your Pokémon. While a Cracked marker is attached, the battle opponent's Blue attacks become misses",4,Miss,Red,,,False
Heracross,2,EX,Bug / Fighting,"King Horn - If this Pokémon is on the field, add +1 spin to the spin-again attacks of your Pokémon. While a Cracked marker is attached, the battle opponent's Blue attacks become misses",24,Heavy Hurl,Blue,The battle opponent is moved to a point 2 steps away and has an MP-2 marker attached,,False
Tyranitar,2,EX,Rock / Dark,None,16,Taunt,Purple,"Until the end of your next turn, if the Pokémon hit by this Attack spins a Purple Attack or a Blue attack, shift the result clockwise until a non-Purple, non-Blue Attack comes up",☆☆☆,False
Tyranitar,2,EX,Rock / Dark,None,4,Miss,Red,,,False
Tyranitar,2,EX,Rock / Dark,None,36,Rock Slide,White,"If the battle opponent or any opposing Pokémon adjacent to the battle opponent have Wait, those Pokémon are Knocked Out. The battle opponent and opposing Pokémon adjacent to the battle opponent gain Wait 3",150,False
Tyranitar,2,EX,Rock / Dark,None,40,Mountain Topple,White,All other Pokémon on the field spin. Those that spin a Blue Attack are knocked out,170,False
Celebi,3,EX,Psychic / Grass,"Time Travel - If this Pokémon is not affected by a special condition, it can MP move over opposing non-Flying-type Pokémon on the field. You may use this Ability at the start of your turn. If you do, return the duel to the start of your previous turn and exclude this Pokémon from the duel. Neither player's remaining time changes. Until the end of your opponent's next turn, neither player can use Time Travel.",4,Miss,Red,,,False
Celebi,3,EX,Psychic / Grass,"Time Travel - If this Pokémon is not affected by a special condition, it can MP move over opposing non-Flying-type Pokémon on the field. You may use this Ability at the start of your turn. If you do, return the duel to the start of your previous turn and exclude this Pokémon from the duel. Neither player's remaining time changes. Until the end of your opponent's next turn, neither player can use Time Travel.",32,Energy Ball,Purple,"While the battle opponent is on the field, all of that Pokémon's Blue Attacks that are not Dodge become misses",☆,False
Celebi,3,EX,Psychic / Grass,"Time Travel - If this Pokémon is not affected by a special condition, it can MP move over opposing non-Flying-type Pokémon on the field. You may use this Ability at the start of your turn. If you do, return the duel to the start of your previous turn and exclude this Pokémon from the duel. Neither player's remaining time changes. Until the end of your opponent's next turn, neither player can use Time Travel.",44,Grass Knot,White,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokémon.",40,False
Celebi,3,EX,Psychic / Grass,"Time Travel - If this Pokémon is not affected by a special condition, it can MP move over opposing non-Flying-type Pokémon on the field. You may use this Ability at the start of your turn. If you do, return the duel to the start of your previous turn and exclude this Pokémon from the duel. Neither player's remaining time changes. Until the end of your opponent's next turn, neither player can use Time Travel.",,Backtrack,Blue,"This Pokémon may move to the bench. If it does, its battle opponent moves to the bench and returns to the figure it was at the start of the duel",,False
Mawile,2,EX,Steel / Fairy,Fang Trap - pposing Pokémon next to this Pokémon cannot be moved by the Abilities or Attacks of opposing Pokémon. This Pokémon cannot be moved by the Attacks of its battle opponent.,4,Miss,Red,,,False
Mawile,2,EX,Steel / Fairy,Fang Trap - pposing Pokémon next to this Pokémon cannot be moved by the Abilities or Attacks of opposing Pokémon. This Pokémon cannot be moved by the Attacks of its battle opponent.,28,Play Rough,White,"On the next turn, your opponent cannot use plates.",100,False
Mawile,2,EX,Steel / Fairy,Fang Trap - pposing Pokémon next to this Pokémon cannot be moved by the Abilities or Attacks of opposing Pokémon. This Pokémon cannot be moved by the Attacks of its battle opponent.,28,Trickery,Blue,Shift this Pokémon's Attacks two segments clockwise,,False
Mawile,2,EX,Steel / Fairy,Fang Trap - pposing Pokémon next to this Pokémon cannot be moved by the Abilities or Attacks of opposing Pokémon. This Pokémon cannot be moved by the Attacks of its battle opponent.,28,Iron Head,White,,150,False
Mawile,2,EX,Steel / Fairy,Fang Trap - pposing Pokémon next to this Pokémon cannot be moved by the Abilities or Attacks of opposing Pokémon. This Pokémon cannot be moved by the Attacks of its battle opponent.,8,Sucker Punch,Gold,,90,False
Manectric,2,EX,Electric,"Volt Swap - Before using this Pokémon from the bench, you may have it switch places with one of your paralyzed Electric-type Pokémon on the field. When it does, any opposing Pokémon on your entry points become paralyzed",4,Miss,Red,,,False
Manectric,2,EX,Electric,"Volt Swap - Before using this Pokémon from the bench, you may have it switch places with one of your paralyzed Electric-type Pokémon on the field. When it does, any opposing Pokémon on your entry points become paralyzed",32,Overheat,White,This attack becomes a Miss for the next turn,160,False
Manectric,2,EX,Electric,"Volt Swap - Before using this Pokémon from the bench, you may have it switch places with one of your paralyzed Electric-type Pokémon on the field. When it does, any opposing Pokémon on your entry points become paralyzed",4,Dodge,Blue,,,False
Manectric,2,EX,Electric,"Volt Swap - Before using this Pokémon from the bench, you may have it switch places with one of your paralyzed Electric-type Pokémon on the field. When it does, any opposing Pokémon on your entry points become paralyzed",32,Volt Switch,Purple,This Pokémon switches with a Pokémon on your bench or in your P.C.,☆,False
Manectric,2,EX,Electric,"Volt Swap - Before using this Pokémon from the bench, you may have it switch places with one of your paralyzed Electric-type Pokémon on the field. When it does, any opposing Pokémon on your entry points become paralyzed",4,Miss,Red,,,False
Manectric,2,EX,Electric,"Volt Swap - Before using this Pokémon from the bench, you may have it switch places with one of your paralyzed Electric-type Pokémon on the field. When it does, any opposing Pokémon on your entry points become paralyzed",20,Blue Lightning Storm,Blue,This Pokémon may cause one Pokémon within 2 steps to become Paralyzed,,False
Sharpedo,2,EX,Water / Dark,"Rough Skin - If this Pokémon is not affected by a special condition, attach a Cracked marker to any Pokémon that battle it.",4,Miss,Red,,,False
Sharpedo,2,EX,Water / Dark,"Rough Skin - If this Pokémon is not affected by a special condition, attach a Cracked marker to any Pokémon that battle it.",32,Liquidation,White,,160,False
Sharpedo,2,EX,Water / Dark,"Rough Skin - If this Pokémon is not affected by a special condition, attach a Cracked marker to any Pokémon that battle it.",28,Aqua Jet,Gold,,70,False
Sharpedo,2,EX,Water / Dark,"Rough Skin - If this Pokémon is not affected by a special condition, attach a Cracked marker to any Pokémon that battle it.",4,Miss,Red,,,False
Sharpedo,2,EX,Water / Dark,"Rough Skin - If this Pokémon is not affected by a special condition, attach a Cracked marker to any Pokémon that battle it.",28,Wash Out,Purple,The battle opponent is knocked 2 steps back and has Wait,☆☆,False
Banette,2,EX,Ghost,Building Spite - This Pokémon can MP move through other Pokémon on the field. This Pokémon deals +10 damage for each of your Banette and Shuppet that have been knocked out during the duel,28,Destiny Bond,White,"If this Pokémon is knocked out, so is the battle opponent.",0,False
Banette,2,EX,Ghost,Building Spite - This Pokémon can MP move through other Pokémon on the field. This Pokémon deals +10 damage for each of your Banette and Shuppet that have been knocked out during the duel,28,Imprison,Purple,"Attaches an Imprisoned marker to the battle opponent. While that marker is attached, the Attack the battle opponent spun this turn becomes a Miss.",☆☆☆,False
Banette,2,EX,Ghost,Building Spite - This Pokémon can MP move through other Pokémon on the field. This Pokémon deals +10 damage for each of your Banette and Shuppet that have been knocked out during the duel,36,Knock Off,White,"Nullifies the effects of one of this Pokémon's battle opponent's in-use plates, and that plate counts as having been used",110,False
Banette,2,EX,Ghost,Building Spite - This Pokémon can MP move through other Pokémon on the field. This Pokémon deals +10 damage for each of your Banette and Shuppet that have been knocked out during the duel,4,Miss,Red,,,False
Absol,2,EX,Dark,"Pressure - When this Pokémon is on the field, Wait lasts 1 turn longer for opposing Pokémon when you cause them to gain Wait",44,Sucker Punch,Gold,,80,False
Absol,2,EX,Dark,"Pressure - When this Pokémon is on the field, Wait lasts 1 turn longer for opposing Pokémon when you cause them to gain Wait",4,Miss,Red,,,False
Absol,2,EX,Dark,"Pressure - When this Pokémon is on the field, Wait lasts 1 turn longer for opposing Pokémon when you cause them to gain Wait",24,Swords Dance,White,Spin again until an attack other than Swords Dance is spun. Damage Attacks deal x2 damage,,False
Absol,2,EX,Dark,"Pressure - When this Pokémon is on the field, Wait lasts 1 turn longer for opposing Pokémon when you cause them to gain Wait",24,Dodge,Blue,,,False
Mismagius,2,EX,Ghost,"Infiltrator - On the field, this Pokémon can pass through other Pokémon",8,Miss,Red,,,False
Mismagius,2,EX,Ghost,"Infiltrator - On the field, this Pokémon can pass through other Pokémon",16,Dazzling Gleam,White,"Opposing Pokémon adjacent to this Pokémon spin, and if they spin a Gold Attack, then they are knocked out",120,False
Mismagius,2,EX,Ghost,"Infiltrator - On the field, this Pokémon can pass through other Pokémon",28,Final Chant,Purple,Attaches a Final Song marker to all Pokémon within 2 steps. The Pokémon with that marker are knocked out 5 turns later.,&start;☆,False
Mismagius,2,EX,Ghost,"Infiltrator - On the field, this Pokémon can pass through other Pokémon",20,Hex,White,"If the battle opponent is affected by a Special condition, deal x2 damage",80,False
Mismagius,2,EX,Ghost,"Infiltrator - On the field, this Pokémon can pass through other Pokémon",4,Miss,Red,,,False
Mismagius,2,EX,Ghost,"Infiltrator - On the field, this Pokémon can pass through other Pokémon",20,Confuse Ray,Purple,The battle opponent becomes confused.,☆☆☆,False
Victini,3,EX,Psychic / Fire,"Victory Star - If this Pokémon is not affected by a special condition, it may MP move over opposing non-Flying-type Pokémon on the field. This Pokémon may respin just once in  battles on your turn",20,Fusion Bolt,White,"If this Pokémon is not affected by a special condition, and if any of your other Pokémon on the field has the Fusion Flare attack, exclude Pokémon knocked out by this attack from the duel",40,False
Victini,3,EX,Psychic / Fire,"Victory Star - If this Pokémon is not affected by a special condition, it may MP move over opposing non-Flying-type Pokémon on the field. This Pokémon may respin just once in  battles on your turn",8,Miss,Red,,,False
Victini,3,EX,Psychic / Fire,"Victory Star - If this Pokémon is not affected by a special condition, it may MP move over opposing non-Flying-type Pokémon on the field. This Pokémon may respin just once in  battles on your turn",8,V-Create,White,Attaches an MP-1 Marker to this Pokémon,160,False
Victini,3,EX,Psychic / Fire,"Victory Star - If this Pokémon is not affected by a special condition, it may MP move over opposing non-Flying-type Pokémon on the field. This Pokémon may respin just once in  battles on your turn",8,Miss,Red,,,False
Victini,3,EX,Psychic / Fire,"Victory Star - If this Pokémon is not affected by a special condition, it may MP move over opposing non-Flying-type Pokémon on the field. This Pokémon may respin just once in  battles on your turn",20,Fusion Flare,White,"If this Pokémon is not affected by a special condition, and if any of your other Pokémon on the field has the Fusion Bolt attack, exclude Pokémon knocked out by this attack from the duel",40,False
Victini,3,EX,Psychic / Fire,"Victory Star - If this Pokémon is not affected by a special condition, it may MP move over opposing non-Flying-type Pokémon on the field. This Pokémon may respin just once in  battles on your turn",32,Searing Shot,Purple,The battle opponent and the Pokémon in a straight line directly behind it become burned.,☆☆,False
Haxorus,2,EX,Dragon,"Double-Edged Axe - When this Pokémon sustains an effect from a battle opponent's White Attack that would knock it out, the battle opponent is  knocked out instead",20,Outrage,White,This Pokémon becomes confused.,160,False
Haxorus,2,EX,Dragon,"Double-Edged Axe - When this Pokémon sustains an effect from a battle opponent's White Attack that would knock it out, the battle opponent is  knocked out instead",40,Dragon Claw,White,,150,False
Haxorus,2,EX,Dragon,"Double-Edged Axe - When this Pokémon sustains an effect from a battle opponent's White Attack that would knock it out, the battle opponent is  knocked out instead",4,Miss,Red,,,False
Haxorus,2,EX,Dragon,"Double-Edged Axe - When this Pokémon sustains an effect from a battle opponent's White Attack that would knock it out, the battle opponent is  knocked out instead",28,Guillotine,Purple,"The battle opponent is knocked out. If the battle opponent is frozen, exclude it from the duel.",☆,False
Haxorus,2,EX,Dragon,"Double-Edged Axe - When this Pokémon sustains an effect from a battle opponent's White Attack that would knock it out, the battle opponent is  knocked out instead",4,Miss,Red,,,False
Tornadus Incarnate Forme,3,EX,Flying,"Whims of the Wind - This Pokémon cannot win you the duel by moving to the goal point but can MP move through other Pokémon on the field. While this Pokémon is on the field, burned Pokémon have MP=1 to a maximum MP of 4",32,Heat Wave,White,All opposing Pokémon and your Flying Pokémon on the field spin. Those that spin Gold Attacks become burned.,100,False
Tornadus Incarnate Forme,3,EX,Flying,"Whims of the Wind - This Pokémon cannot win you the duel by moving to the goal point but can MP move through other Pokémon on the field. While this Pokémon is on the field, burned Pokémon have MP=1 to a maximum MP of 4",24,Elusive Master,Purple,"You may move this Pokémon to the bench. When you do, change this Pokémon's form, if possible",,False
Tornadus Incarnate Forme,3,EX,Flying,"Whims of the Wind - This Pokémon cannot win you the duel by moving to the goal point but can MP move through other Pokémon on the field. While this Pokémon is on the field, burned Pokémon have MP=1 to a maximum MP of 4",32,Taunt,Purple,"Until the end of your next turn, if the Pokémon hit by this Attack spins a Purple Attack or a Blue attack, shift the result clockwise until a non-Purple, non-Blue Attack comes up",☆☆☆,False
Tornadus Incarnate Forme,3,EX,Flying,"Whims of the Wind - This Pokémon cannot win you the duel by moving to the goal point but can MP move through other Pokémon on the field. While this Pokémon is on the field, burned Pokémon have MP=1 to a maximum MP of 4",8,Miss,Red,,,False
